platform,subject,infreq_mania,infreq_depression,infreq_anxiety,infreq_artistic,infreq_greed,infreq,isd,reliability,mahalanobis,mania_rt,depression_rt,anxiety_rt,artistic_rt,greed_rt,survey_rt,side_var,choice_var,wsls,task_rt
mturk,fsjmf8n5zoxe4a17sp7mmxrk,0,0,1,0,0,1,2.19801375602717,0.9928887110277826,4.568170522881695,2.04,2.322375,1.114,1.3435714285714284,1.836285714285714,8.656232142857142,0.03731343283582089,0.022388059701492546,0.030971659919028224,0.20100502512562815
mturk,g3lotbcyh8zvp5g6sv7zxzuo,0,0,0,0,0,0,2.115372899298216,0.975019189619178,2.960778321715369,4.88125,4.093625,1.779375,4.921285714285714,2.412,18.087535714285714,0.0024875621890547706,0.01243781094527363,0.25157041540020275,0.8592964824120602
mturk,g7tccd48q9wztjq1icrbs6q3,0,0,0,0,0,0,3.9266419117102163,0.9366406677885919,5.976480993098891,9.437625,4.918375,2.683625,2.270285714285714,3.0515714285714286,22.36148214285714,0.03731343283582089,0.0024875621890547706,0.24087665647298684,0.0
mturk,gmppood7kh931y4urv5uhs4a,0,0,0,0,0,0,2.6843270200897367,0.9600069937491265,4.228762299350084,10.81825,5.00175,3.055375,2.5808571428571425,4.234428571428571,25.690660714285713,0.05223880597014924,0.002487562189054715,0.3966310943712076,0.0
mturk,gng7advsw2f4bapv99vf84fv,0,0,0,0,0,0,4.185475769619437,0.8672577469503012,4.580895483338931,8.40725,8.053875,4.0675,3.134857142857143,3.8032857142857144,27.466767857142855,0.04726368159203981,0.11691542288557216,0.2203286670724285,0.04522613065326633
mturk,gt3hw6qzsddqr0ffd59cf2h9,0,0,0,0,0,0,1.5177145640750238,0.996833290109427,3.968283182846994,7.51725,3.693375,1.909125,3.7044285714285716,2.94,19.764178571428573,0.35572139303482586,0.022388059701492546,0.3511981172443305,0.0
mturk,h85dvmp66vn28dgqtc1h0yqc,0,0,0,0,0,0,2.6138690921622856,0.985406850135568,5.53399953503636,8.743125,8.295375,3.354,3.6212857142857144,5.077714285714285,29.0915,0.07213930348258707,0.15671641791044777,0.4560439560439559,0.0
mturk,hadvq5vn2e842sz1vu2838pm,0,0,0,0,0,0,3.4865052039786875,0.9697141231667381,5.0414171256788896,7.242625,5.569625,2.3595,4.015571428571429,2.1634285714285713,21.35075,0.05223880597014924,0.21641791044776115,0.2594684385382058,0.0
mturk,hmtggd56y81ersiwgaza43by,0,0,0,0,0,0,3.3617534379655756,0.9668352145176627,4.316997304586259,7.40525,5.71025,3.696125,2.3657142857142857,3.487428571428571,22.664767857142856,0.022388059701492546,0.1616915422885572,0.5138546798029561,0.0
mturk,hok36g102ajchq0t4ctvx0fq,0,0,0,0,0,0,3.5675308955035265,0.9511421213083112,4.7182784715101596,4.3365,2.817125,1.854875,1.9034285714285715,1.694857142857143,12.606785714285715,0.0771144278606965,0.052238805970149294,0.10898989898989905,0.2613065326633166
mturk,hr6d8gtv9frx07siue74c7pf,0,0,0,0,0,0,2.33421114500275,0.9735395046368723,3.666373970467009,4.157125,2.878,2.818125,2.039,1.815,13.707249999999998,0.0920398009950249,0.01741293532338306,0.17194896069150029,0.0
mturk,hs7raazp656j1ys4vn6vhlph,0,0,0,0,0,0,4.407751293053769,0.7395019799389072,6.0835099455131445,7.225375,30.194,1.901,13.608428571428572,2.5919999999999996,55.52080357142857,0.03233830845771146,0.10199004975124382,0.1909090909090908,0.0
mturk,hv5q4nzk8wnd491016jv34bo,0,0,0,0,0,0,2.379746058066582,0.9739721969091049,6.340115501748953,5.024875,4.04975,2.166625,1.5962857142857143,2.6432857142857142,15.48082142857143,0.08706467661691542,0.027363184079601977,0.32419354838709674,0.08542713567839195
mturk,hycx9fud51hzfbxcayw3zmzl,0,0,0,0,0,0,5.710296600405167,0.7656549067055334,7.396284096588386,7.04025,6.546,2.076625,3.5215714285714284,5.076428571428571,24.260875,0.007462686567164201,0.04228855721393032,0.2535714285714286,0.0
mturk,i0crny7klhunecn88vy2z09l,1,0,0,0,0,1,2.917786266738039,0.9957517319482989,4.99745225841637,11.87975,5.061625,5.944625,7.5,14.74157142857143,45.12757142857143,0.08208955223880599,0.052238805970149294,0.04361593462717061,0.11055276381909548
mturk,idte7e818070rgy2utv7pppj,0,0,0,0,0,0,2.497071596904366,0.9708096245625066,3.99799084547194,6.830375,4.649875,2.801,2.407571428571429,3.8935714285714282,20.582392857142857,0.002487562189054715,0.062189054726368154,0.5330671580671579,0.0
mturk,iv3nzmpjvba3e12dnuya367k,0,0,0,0,0,0,2.347082583307458,0.9794922963558375,4.913999577444495,3.35,3.18975,1.611625,1.8792857142857142,2.289,12.319660714285714,0.14179104477611942,0.022388059701492546,0.31995947315096246,0.017587939698492462
mturk,iys46f7rt7z6glrmrahxdyas,0,0,0,0,0,0,2.6361373808702924,0.9693012462067692,4.955764397009558,6.11925,4.253,2.172375,2.044714285714286,3.0187142857142857,17.608053571428574,0.03233830845771146,0.09701492537313428,0.5785495403472931,0.0
mturk,jedoaoppvjj4t7omjjq720hv,0,0,0,0,0,0,2.7817398755155534,0.9781997437160896,5.874738577852111,6.046,4.788125,2.988125,2.0022857142857142,3.534,19.358535714285715,0.0024875621890547706,0.07213930348258707,0.1314416177429876,0.05025125628140704
mturk,jq65i8e6znkoeil021tahcsp,0,0,0,0,0,0,3.494475854305687,0.9773002452059179,5.255179800614689,7.745375,9.357125,2.444,1.9548571428571428,2.1304285714285713,23.631785714285712,0.0920398009950249,0.022388059701492546,0.20367751060820374,0.0
mturk,jyn4votldgut5en8z83abynv,0,0,0,0,0,0,2.7924477689911145,0.9816134478056227,5.783405896553697,6.519125,5.08175,1.726375,1.5964285714285715,1.9827142857142857,16.906392857142855,0.32587064676616917,0.04726368159203975,0.27647058823529436,0.03768844221105527
mturk,k6xlxosw3cpsrchxw360cd35,0,0,0,0,0,0,4.343003582524959,0.903223990110544,5.604019344748114,4.577,5.366375,3.0355,2.8408571428571427,2.6732857142857145,18.493017857142856,0.03731343283582089,0.052238805970149294,0.4921652421652423,0.005025125628140704
mturk,ka459iov6b5pkn2djfknwgvt,0,0,0,0,0,0,3.9531714078305358,0.9202575700404121,6.355514632100207,4.3925,7.505875,2.81525,2.3898571428571427,3.37,20.473482142857144,0.1467661691542289,0.03233830845771146,0.22765737874097022,0.005025125628140704
mturk,kdgjhgo39w74uyym8xh7228c,0,0,0,0,0,0,3.119388416287248,0.9581362479013849,5.1023147409105825,9.31475,5.266875,2.22025,2.140285714285714,3.7887142857142857,22.730874999999997,0.10199004975124382,0.02238805970149249,0.3379554655870445,0.30402010050251255
mturk,kmn6csp86o6rvy011opg0p5u,0,0,0,0,0,0,1.050920263319171,0.9951369791183442,3.261461053276802,6.4165,2.893875,6.275,1.977285714285714,5.917,23.479660714285714,0.027363184079602032,0.04228855721393032,0.2704288025889968,0.010050251256281407
mturk,krt1skqswbuufb91e1cxcvnu,0,0,0,0,0,0,3.228318284220599,0.9667034278114967,6.088972763354408,6.5905,5.224625,2.933625,2.303857142857143,2.6798571428571427,19.732464285714283,0.15174129353233828,0.007462686567164201,0.41965552178318094,0.022613065326633167
mturk,l16q2lm3ricf6y0ppmj7cvzd,0,0,0,0,0,0,3.142620604750462,0.966630432672674,5.31822463393732,7.663625,5.916375,2.876625,2.5381428571428573,3.742,22.73676785714286,0.11194029850746268,0.03731343283582089,0.27762914179872383,0.0
mturk,ldrunpc8u0c11240hgpym0sc,0,0,0,0,0,0,3.2393158131702275,0.9801638633059875,5.519189908854693,6.501375,4.237625,1.993625,2.3467142857142855,3.9702857142857146,19.049625000000002,0.1616915422885572,0.04228855721393032,0.13776963776963783,0.0
mturk,lq8i1tqvsisw6bu65eumu8rj,0,0,0,0,0,0,2.669607425511746,0.9842613642256771,3.848033893021158,10.5815,7.174125,4.07525,2.448571428571429,3.4690000000000003,27.748446428571434,0.007462686567164201,0.2810945273631841,0.5296218487394957,0.0
mturk,ly2advi3b39qizqlplzj0ol3,0,0,0,0,0,0,3.1269920237680346,0.9721547606093635,4.696380062025994,6.860875,3.965875,2.6815,2.428714285714286,2.675142857142857,18.61210714285714,0.03731343283582089,0.04726368159203981,0.3720835869344696,0.0
mturk,m4izvla3yainx7q8g5evlr84,1,1,1,0,0,3,4.783260078846661,0.8627365808706071,8.656766099819404,1.3505,3.9845,3.087125,5.276000000000001,1.2557142857142856,14.953839285714286,0.04726368159203975,0.01741293532338306,-0.04289516789516775,0.9371859296482412
mturk,m4w706l0jiclptjwg4t27s33,0,0,0,0,0,0,5.1863429421637814,0.6956907797191665,5.402319025898458,5.33625,3.369125,1.8795,2.4315714285714285,2.4295714285714287,15.446017857142857,0.022388059701492546,0.10199004975124382,0.4806945863125639,0.0
mturk,m8nrpifkfb1hgsc7yvwcav4o,0,0,0,0,0,0,6.093971147586247,0.7570130903914902,6.499524276532134,7.2045,4.475375,2.087625,2.2208571428571426,3.084,19.07235714285714,0.03233830845771146,0.1169154228855721,0.17821782178217827,0.010050251256281407
mturk,mbk82a0qyyx2fnl3tyhjt5q3,1,1,1,0,0,3,4.562152770480395,0.89068339788176,7.8407008278745,6.1355,1.72125,2.309375,2.9822857142857147,2.4044285714285714,15.552839285714287,0.052238805970149294,0.007462686567164201,0.011926420052557007,0.871859296482412
mturk,mhddriyp5i3xuoyzhskt00sf,1,1,1,0,0,3,3.82580580423657,0.9570722383238514,6.813300126370567,1.521875,3.422625,2.2675,2.1990000000000003,2.739142857142857,12.150142857142857,0.12189054726368154,0.01741293532338306,-0.021826658190294546,0.5904522613065326
mturk,n9q8lzf5y3kpcnfqrxrv606t,0,0,0,0,0,0,2.1201480844513467,0.9880272539744425,3.2369302877265533,6.257875,4.309875,2.3175,2.575142857142857,2.771857142857143,18.23225,0.01243781094527363,0.0024875621890547706,0.3294949494949493,0.0
mturk,nzte1hdqjfe4s7rhpy93790g,0,0,0,0,0,0,0.5163977794943223,0.9959728745034505,2.1376034152099477,9.301375,5.122125,1.86925,2.41,3.144714285714286,21.847464285714288,0.07711442786069655,0.062189054726368154,0.5187763713080168,0.0
mturk,o6xkqlzz9vwgevbjavrc52by,0,0,0,0,0,0,4.060585460795746,0.94248345561494,5.839311490154974,7.470125,5.434375,2.789375,2.1254285714285714,2.3682857142857143,20.187589285714285,0.007462686567164201,0.01243781094527363,0.22712215320910953,0.0
mturk,ok7ssgk65sj9ug52zqkh8k8v,0,0,0,0,0,0,2.1675156456803006,0.9697234168635809,4.200269567103213,8.4595,29.1805,2.847125,2.9935714285714283,4.160285714285714,47.64098214285714,0.0024875621890547706,0.08706467661691542,0.2645450568678916,0.0
mturk,ol9937wlvzp8prpx0wk1p8tq,0,0,0,0,0,0,3.171242893691494,0.9628188707305734,5.652122516951108,10.25625,7.2485,2.91225,3.539142857142857,2.3688571428571428,26.325,0.057213930348258724,0.15671641791044777,0.15663627152988885,0.08542713567839195
mturk,ozyppqm0fv26le3u1wm2b98c,0,0,0,0,0,0,2.9271679672760067,0.923949570506758,4.455163001476442,6.325,3.8265,1.95875,1.4542857142857142,2.3408571428571427,15.905392857142857,0.10696517412935325,0.027363184079602032,0.2478632478632478,0.17839195979899497
mturk,p69jax425u60h4xu1ogkhhsa,0,0,0,0,0,0,5.776833975215286,0.3579721638495782,6.417402780890911,9.164,12.649625,2.534125,5.159285714285715,2.4091428571428573,31.916178571428574,0.03731343283582089,0.12189054726368159,0.3577119509703778,0.0
mturk,ph3855evmowhomqadzox10cy,0,0,0,0,0,0,3.402142892293017,0.972340707517365,4.496999957143715,9.9665,8.27725,3.442625,3.2582857142857145,3.832142857142857,28.77680357142857,0.01741293532338306,0.007462686567164201,0.2362626054743776,0.07035175879396985
mturk,pl0k36pwbdtt78v7rlbg6mdr,0,0,1,0,0,1,3.778129197618759,0.938103840208641,7.2206482151455536,6.1205,5.63925,1.742,3.2437142857142858,3.024,19.76946428571429,0.07711442786069655,0.02238805970149249,0.09262883235485969,0.314070351758794
mturk,pv6p318w830y07rh34pjdob1,0,0,0,0,0,0,2.7133705749652846,0.9619410067671559,5.797106679753716,7.845,7.2785,3.667,2.9842857142857144,2.645142857142857,24.419928571428574,0.03731343283582089,0.0771144278606965,0.570296627387241,0.01256281407035176
mturk,px7od962abk1ftbc20jt3i31,0,0,0,0,0,0,4.308515729891193,0.8959511666174662,5.268227809433015,8.7045,6.3435,3.977875,2.605857142857143,8.266714285714285,29.898446428571425,0.07711442786069655,0.20149253731343286,0.4353375527426158,0.0
mturk,pyr8oazt0z1pz9t54cpw65n7,0,0,0,0,0,0,0.816496580927726,0.990568792748127,2.318421198932154,12.053875,8.96375,3.47775,3.4604285714285714,4.520857142857143,32.476660714285714,0.022388059701492546,0.027363184079602032,0.35253689104507785,0.0
mturk,q98bic9tt7za4whhocwhq83e,0,0,0,0,0,0,3.996475906466161,0.9434454679296111,7.00262013783015,6.72625,2.400625,2.77375,2.016857142857143,3.5180000000000002,17.435482142857143,0.0024875621890547706,0.03731343283582089,0.44135021097046395,0.0
mturk,qo3vc2thdfzuqkfb40u7apxm,0,0,0,0,0,0,2.7180159472969083,0.987604809089051,4.769350273775957,5.746125,4.294,2.246,3.067142857142857,2.458142857142857,17.811410714285714,0.052238805970149294,0.03233830845771146,0.24051531750862254,0.0
mturk,r2i712b89sbu75u0hp1vc862,0,0,0,0,0,0,6.005586798203844,0.5106545491032971,6.755920938921007,8.59475,5.35075,2.228375,2.8378571428571426,3.029571428571429,22.04130357142857,0.04726368159203981,0.027363184079602032,0.5354740061162082,0.0
mturk,riofg9i665rl1ffxw3m3jtfi,1,0,0,0,0,1,1.7602767619870434,0.9897227652613351,4.335259685887041,5.68775,2.02875,1.5475,6.027857142857143,1.982,17.273857142857143,0.3009950248756219,0.10199004975124376,0.22389434889434895,0.10804020100502512
mturk,rjyb49jlxlcbklw10q95uvep,0,0,0,0,0,0,2.0531566641387404,0.9878297811800071,3.662902093795792,16.07825,7.40175,2.63025,2.9965714285714284,2.6214285714285714,31.72825,0.10696517412935325,0.12686567164179102,0.4878917378917375,0.0
mturk,rx84yok45y1omwx7fvicofu1,0,0,0,0,0,0,1.759267355216438,0.9936909466468611,5.04677755942307,4.8185,2.428875,1.313625,3.2800000000000002,1.8945714285714286,13.73557142857143,0.21144278606965172,0.0024875621890547706,0.3204892966360857,0.25879396984924624
mturk,s3ns2a3lbtmdlqhp5i5mszbd,0,0,0,0,0,0,3.055636688943819,0.9562747686078619,3.9173625951842186,7.764125,5.2415,3.325375,2.9617142857142857,4.029428571428571,23.322142857142858,0.03233830845771146,0.2810945273631841,0.3966543513957311,0.0
mturk,s8y5jxk3i3a752gch98w784a,0,0,0,0,0,0,5.315115663296897,0.7546330257631411,6.630667464353534,10.4345,8.036625,6.067125,4.840000000000001,3.8934285714285717,33.27167857142857,0.022388059701492546,0.057213930348258724,0.37408906882591064,0.0
mturk,sxib4w1g547xzlvrznq9mq0s,0,0,0,0,0,0,5.4089218525301455,0.9038164270425469,7.433306618511471,11.213375,8.66475,4.7475,3.0494285714285714,3.6807142857142856,31.35576785714285,0.07213930348258701,0.02238805970149249,0.4271580778430092,0.002512562814070352
mturk,szzxsw3dy0v40brx2d6u95n3,0,0,0,0,0,0,6.92369800186911,0.7640224083900937,8.696757724141134,5.487375,3.527375,2.768125,2.827714285714286,2.906714285714286,17.51730357142857,0.03731343283582089,0.01741293532338306,0.4999999999999999,0.15326633165829145
mturk,t4tu4604sv8emh77bpdoyc8h,1,0,0,0,0,1,4.556279158779885,0.9309213597762548,8.263817321806831,1.509,3.593625,1.723375,1.9002857142857141,17.746,26.47228571428571,0.01243781094527363,0.027363184079602032,0.09878542510121446,0.36180904522613067
mturk,t7wl9gcdkxx0y9me8x3g1a59,1,1,1,0,0,3,4.228935859135792,0.8706001903485705,8.134149475665078,3.7455,3.417125,4.437375,1.8737142857142857,2.5641428571428575,16.037857142857145,0.06716417910447758,0.04726368159203981,0.05122246918569407,0.05778894472361809
mturk,tb2dzodh7vcjtb6jppie8uop,0,0,0,0,0,0,4.762316474841466,0.927332701971991,8.03852704653098,5.74525,20.25125,1.6185,5.206714285714286,2.4185714285714286,35.24028571428571,0.05223880597014924,0.06716417910447758,0.22822792483329962,0.04522613065326633
mturk,tkr5namy0iqoy12rqd5qoi64,0,0,0,0,0,0,1.0822450413300149,0.9907563912902627,3.026569127212562,5.625,5.282625,5.241625,3.6594285714285713,3.730285714285714,23.538964285714282,0.007462686567164201,0.01243781094527363,0.5785345717234261,0.002512562814070352
mturk,trg387gjrlqo54kfduw6qav1,0,0,0,0,0,0,5.1578669590122335,0.8734174988342007,6.272256773021513,5.9105,5.857125,2.645,1.9777142857142855,2.2045714285714286,18.59491071428571,0.0024875621890547706,0.08208955223880599,0.3871166906770941,0.005025125628140704
mturk,u2c8ssd2b5bj2waollwfvlqn,0,0,0,0,0,0,4.005664600549291,0.9405716276575169,5.618039805903675,5.89875,3.79325,2.34275,4.083,2.7317142857142858,18.849464285714287,0.03233830845771146,0.09701492537313433,0.34903748733535944,0.0
mturk,u380t8v6c74f5jsu4d7ckf7h,0,0,0,0,0,0,2.876319751182154,0.9718619960393644,4.339880629896156,10.769,17.450875,2.80775,3.9939999999999998,4.427714285714286,39.44933928571429,0.062189054726368154,0.057213930348258724,0.3162255001010307,0.0
mturk,uh6y73yws6zzz80ituv0hpd6,0,0,0,0,0,0,2.6404229020753034,0.9700555376862665,4.530728499689159,7.556,3.395,2.304875,2.8067142857142855,7.490571428571428,23.553160714285713,0.05223880597014924,0.17661691542288555,0.22761497761497765,0.017587939698492462
mturk,uvc7akya9ypsier79utz7oc3,0,0,0,0,0,0,4.480024779619597,0.8345744895373978,5.867996088704012,4.8595,3.15475,1.780125,2.209142857142857,1.902,13.905517857142856,0.027363184079601977,0.027363184079602032,0.46106391585760526,0.0
mturk,uvuwv50ezg0vnxfav8kg79ti,0,0,0,0,0,0,3.8630590726780936,0.8909763741419863,4.677420486515742,5.62875,5.25325,2.04075,1.6548571428571428,1.989142857142857,16.56675,0.03233830845771146,0.007462686567164201,0.4063440860215057,0.0
mturk,v0cct39zcjo2zthf0p2r8q9j,0,0,0,0,0,0,3.8492993704504266,0.9622120844913638,6.328807679703484,9.207375,5.290875,2.9375,1.6941428571428572,2.7791428571428574,21.909035714285714,0.03731343283582089,0.02238805970149249,0.586095476339379,0.0
mturk,vdav0as1scpk1f20f213qefm,0,0,0,0,0,0,4.770818734797599,0.9263178004191459,6.719408584028055,10.00625,7.713125,2.98475,3.1604285714285716,3.512,27.37655357142857,0.062189054726368154,0.07711442786069655,0.6862203112203114,0.0
mturk,vf6p01u2sn471bn2tfm4ylfu,0,0,0,0,0,0,3.0608159656202423,0.9604698387922126,4.683451007977419,6.371125,5.59175,2.350625,2.6004285714285715,3.1350000000000002,20.048928571428576,0.002487562189054715,0.052238805970149294,0.27611336032388667,0.002512562814070352
mturk,vkkgktpifprvj5yvbuxmvrmf,0,0,0,0,0,0,3.5019395548720604,0.954393336403443,6.370314494351708,17.920125,4.091,3.89325,2.0357142857142856,2.2077142857142857,30.14780357142857,0.05223880597014924,0.13681592039800994,0.30313765182186225,0.0
mturk,vwkj7lx71gc5h8nf5yvdlgxj,0,0,0,0,0,0,2.807026518653613,0.963749287095125,5.6935823495180955,7.9575,5.016,3.58775,1.7274285714285715,3.452428571428572,21.741107142857146,0.2562189054726368,0.01741293532338306,0.41081081081081067,0.04271356783919598
mturk,vxjie5aknmd8pe3omzxi0gbg,0,0,0,0,0,0,0.9246460699581851,0.9904618024867001,3.443420854911573,5.63175,2.332625,1.217125,2.4785714285714286,2.278,13.938071428571428,0.007462686567164201,0.4154228855721393,0.10000000000000005,0.0
mturk,w052ejxle7ws40loa18nen5x,0,0,0,0,0,0,2.8613913911694677,0.9807076262249546,5.43707683884114,128.6965,17.267625,2.21825,1.9001428571428571,12.424714285714286,162.50723214285716,0.007462686567164201,0.08706467661691542,0.25162167817535036,0.002512562814070352
mturk,w6fx5qz7ptvc0pya61avt2nh,0,0,0,0,0,0,4.906609145839324,0.7083674450193722,6.291423621977993,4.609875,3.96275,1.515875,1.9849999999999999,3.8481428571428573,15.921642857142857,0.01243781094527363,0.22139303482587064,0.39296636085626907,0.07537688442211055
mturk,wmhcq79h36dhbf3ie2u4wkzk,0,0,0,0,0,0,1.412596106432452,0.9484110872974493,4.03972243917007,6.307,3.874125,2.820625,3.3025714285714285,3.272,19.576321428571426,0.007462686567164201,0.01243781094527363,0.3595032840722498,0.0
mturk,wv307r9ac17iwjzgew9og8y4,0,0,0,0,0,0,1.9669890876574514,0.9795495271759037,5.4541928970701345,4.600875,2.73725,1.347875,1.9195714285714285,2.0784285714285713,12.684,0.027363184079602032,0.01243781094527363,0.005858585858585817,0.8693467336683417
mturk,x7luekogz3hpc421mfo6on53,0,0,0,0,0,0,1.68241109041122,0.9926329459839928,3.8513285425959056,5.641,3.1965,2.201625,1.8699999999999999,1.7777142857142858,14.686839285714285,0.02238805970149249,0.04228855721393032,0.5015154576682158,0.0
mturk,xfejvrt2pe1jhg0ucjolxr4r,0,0,0,0,0,0,1.8470800315769786,0.980546593918833,2.978503921326113,6.82675,5.900125,1.361625,2.724142857142857,2.662857142857143,19.4755,0.0920398009950249,0.1318407960199005,0.45556690500510727,0.0
mturk,xl5bv1uyximl3owh5n8a4qnj,0,0,0,0,0,0,3.163777192614103,0.9684044208125282,5.286458880470225,6.96675,5.112375,2.054125,2.2232857142857143,2.79,19.146535714285715,0.01741293532338306,0.03233830845771146,0.405643203883495,0.0
mturk,xsmvlajz7beqr92708t897om,0,0,0,0,0,0,3.533800976949393,0.9634680714894275,4.611590071208383,5.83475,4.317,1.825,2.3065714285714285,3.4097142857142857,17.693035714285713,0.10199004975124376,0.002487562189054715,0.43006045445069874,0.02512562814070352
mturk,xwpwjoegm3bkkeaffo40xcti,0,0,0,0,0,0,2.6849228319452285,0.990364824400098,5.411801997470545,10.97475,6.534625,8.289125,2.9177142857142857,4.365428571428572,33.08164285714285,0.0771144278606965,0.007462686567164201,0.27640449438202247,0.0
mturk,yedpfqj7ua7v9eirohchnfty,0,0,0,0,0,0,2.6785481310560115,0.9738616019262751,4.492136020973004,10.905,4.9805,4.250375,4.772285714285714,2.7439999999999998,27.652160714285714,0.01243781094527363,0.14179104477611937,0.4297979797979798,0.0
mturk,yfhqqn5t4v7uyi83torwvyq6,0,0,0,0,0,0,3.2810872959463206,0.9704945215176348,4.370376801597619,9.9575,6.191625,3.11125,2.6114285714285717,4.196142857142857,26.067946428571425,0.01741293532338306,0.01243781094527363,0.2698561601000627,0.0
mturk,yfir8iagr24rsblt9h4fo23s,0,0,0,0,0,0,2.5556546293495743,0.9740932430220267,5.153092975489733,13.0755,7.458375,2.976875,4.562,3.4041428571428574,31.47689285714286,0.04228855721393032,0.02238805970149249,0.4154374621135586,0.0
mturk,yifb1eq0bsewqtsro46ko76p,0,0,0,0,0,0,1.6027093444008162,0.983012270402979,5.15539264180748,5.891125,6.755,2.6825,2.704285714285714,4.893428571428571,22.926339285714285,0.027363184079601977,0.03731343283582089,0.49393571861734353,0.0
mturk,yp3o5puj2brso463dzctwb6p,0,0,0,0,0,0,2.787732356642587,0.9704531495065808,5.217252091986283,6.3215,3.985625,2.4085,3.0737142857142854,3.020285714285714,18.809625,0.01741293532338306,0.01243781094527363,0.6294189353921168,0.0
mturk,yr1uh1nb9o9za00rjjwh5sn2,1,1,1,0,0,3,4.266294760367874,0.9535074873676188,8.007829613888283,2.335625,1.9355,2.671625,2.9034285714285715,2.504714285714286,12.350892857142858,0.13681592039800994,0.01741293532338306,0.14643962848297232,0.032663316582914576
mturk,yzg5l7m2j8pizq2v0hwaliwy,0,0,0,0,0,0,3.5789380890364484,0.941487931870509,5.787791719283973,6.452375,4.622,2.893875,2.181142857142857,3.077428571428572,19.22682142857143,0.03233830845771146,0.12686567164179102,0.30491504854368934,0.002512562814070352
mturk,z3jtdacjbzbk8m1ckdr1sgjm,0,0,0,0,0,0,3.684618162888343,0.9135083269380139,7.6773368816368235,10.886625,10.243125,3.456,3.5641428571428575,13.95257142857143,42.10246428571429,0.1318407960199005,0.03731343283582089,0.37981366459627325,0.010050251256281407
mturk,z5vnzn08wicf6zwa8c7rzv40,0,0,0,0,0,0,3.0337218546280873,0.9837179441513153,6.26341903177759,8.435625,4.997625,3.304375,2.5034285714285716,2.850857142857143,22.091910714285717,0.01741293532338306,0.09701492537313428,0.38226863226863195,0.0
mturk,zi40wtdno8jztn61nkm80t29,0,1,0,0,0,1,3.4624031271895355,0.9307921366888243,5.507368240190532,9.775125,9.423875,3.644875,6.057,3.883857142857143,32.784732142857145,0.33582089552238803,0.12189054726368154,0.2751719824890556,0.0
prolific,0jb9bv4ctxbace6od3v796kv,0,0,0,0,0,0,2.8902627672459307,0.9544955019320647,6.050192671837888,29.177625,15.71975,5.037375,11.760571428571428,8.778857142857143,70.47417857142857,0.01243781094527363,0.12686567164179102,0.30292792792792794,0.0
prolific,0pe0sx3pdyimetbgtq8qjxue,0,0,0,0,0,0,4.416118747201693,0.9330838947045482,6.819412510874116,11.590625,8.493375,3.752125,6.549857142857142,3.091571428571428,33.47755357142857,0.027363184079602032,0.04726368159203981,0.4539473684210525,0.007537688442211055
prolific,0u3qokx6l6c33f49b06x28b3,0,0,0,0,0,0,1.8826578816222685,0.986530710692235,4.2166916168571245,24.744625,8.866125,5.466375,5.785857142857142,7.289714285714285,52.15269642857142,0.1616915422885572,0.027363184079602032,0.3172727272727274,0.0
prolific,12nt8v2ffq6dakyi6ogri658,0,0,0,0,0,0,2.835152469571501,0.9305839334007949,4.406888292026459,9.84575,5.56025,2.16475,5.730142857142857,5.591,28.891892857142857,0.27114427860696516,0.01741293532338306,0.331108414239482,0.0
prolific,1nbpphzyv4kltogxnjpe9gcf,0,0,0,0,0,0,3.984722733479938,0.8294339017175427,5.69182652565546,8.171625,6.7925,2.715875,3.798428571428571,3.6119999999999997,25.090428571428568,0.2711442786069652,0.02238805970149249,0.2446399676375405,0.0
prolific,1p6derdbvddvy27eqaqq0hbq,0,0,0,0,0,0,3.221062771710721,0.9340761070029752,6.004824300726346,23.3175,9.35575,3.6745,7.993,5.514857142857143,49.855607142857146,0.07213930348258701,0.05223880597014924,0.1749235474006119,0.0
prolific,1tcfs07jvo1sz2rj3y0n84e0,0,1,0,0,0,1,5.884691615317896,0.6310069767093928,9.186723169546696,2.276375,2.179625,1.277,1.9848571428571429,2.3005714285714283,10.01842857142857,0.022388059701492546,0.002487562189054715,0.2127420998980634,0.007537688442211055
prolific,1vn3t8qrfznvmoho2xs802b0,0,0,0,0,0,0,4.2806369575024945,0.930151199318768,5.501451126638529,14.77975,11.117625,4.931875,6.482285714285714,8.886285714285714,46.19782142857143,0.03731343283582089,0.05223880597014924,0.2773279352226716,0.0
prolific,1zai1redh719oqydr4cs3vd6,0,0,0,0,0,0,5.47346474468932,0.9294151603172129,7.665018598412744,7.92625,6.456625,3.8025,6.696428571428571,3.495285714285714,28.377089285714284,0.4651741293532338,0.007462686567164201,0.27248837679401655,0.002512562814070352
prolific,257x1hb96j6qcfs2l0j5n4k6,0,0,0,0,0,0,3.2975868141818463,0.9283938365613127,5.5682331952587445,10.44275,4.862375,2.61175,2.664,3.319857142857143,23.900732142857144,0.12686567164179102,0.09701492537313433,0.05184160102192891,0.002512562814070352
prolific,2bjxrppeooocweyyujbn6qk7,0,0,0,0,0,0,4.035941896697803,0.944764460743408,6.525471024547546,8.0985,6.948625,3.416375,4.003142857142857,3.8551428571428574,26.321785714285717,0.0024875621890547706,0.23631840796019898,0.3481511416447766,0.0
